Docket ID,Petition_Doc,Response_Doc,Response_Days,Within_180
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0029,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0030,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0031,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0032,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0033,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0034,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0015,FDA-2007-P-0118-0035,734,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0025,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0026,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0027,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0028,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0029,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0030,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0031,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0032,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0033,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0034,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0016,FDA-2007-P-0118-0035,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0025,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0026,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0027,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0028,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0029,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0030,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0031,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0032,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0033,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0034,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0017,FDA-2007-P-0118-0035,730,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0025,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0026,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0027,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0028,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0029,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0030,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0031,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0032,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0033,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0034,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0018,FDA-2007-P-0118-0035,729,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0025,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0026,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0027,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0028,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0029,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0030,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0031,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0032,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0033,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0034,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0019,FDA-2007-P-0118-0035,721,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0025,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0026,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0027,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0028,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0029,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0030,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0031,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0032,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0033,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0034,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0020,FDA-2007-P-0118-0035,706,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0025,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0026,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0027,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0028,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0029,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0030,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0031,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0032,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0033,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0034,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0023,FDA-2007-P-0118-0035,699,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0025,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0026,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0027,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0028,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0029,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0030,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0031,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0032,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0033,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0034,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0021,FDA-2007-P-0118-0035,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0025,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0026,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0027,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0028,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0029,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0030,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0031,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0032,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0033,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0034,677,False
FDA-2007-P-0118,FDA-2007-P-0118-0022,FDA-2007-P-0118-0035,677,False
FDA-2007-P-0119,FDA-2007-P-0119-0003,FDA-2007-P-0119-0007,3317,False
FDA-2007-P-0123,FDA-2007-P-0123-0002,FDA-2007-P-0123-0009,140,True
FDA-2007-P-0124,FDA-2007-P-0124-0003,FDA-2007-P-0124-0007,3521,False
FDA-2007-P-0127,FDA-2007-P-0127-0002,FDA-2007-P-0127-0006,1024,False
FDA-2007-P-0128,FDA-2007-P-0128-0002,FDA-2007-P-0128-0003,180,True
FDA-2007-P-0128,FDA-2007-P-0128-0002,FDA-2007-P-0128-0006,674,False
FDA-2007-P-0130,FDA-2007-P-0130-0019,FDA-2007-P-0130-0020,2523,False
FDA-2007-P-0168,FDA-2007-P-0168-0011,FDA-2007-P-0168-0013,205,False
FDA-2007-P-0168,FDA-2007-P-0168-0011,FDA-2007-P-0168-0047,695,False
FDA-2007-P-0169,FDA-2007-P-0169-0002,FDA-2007-P-0169-0006,180,True
FDA-2007-P-0170,FDA-2007-P-0170-0002,FDA-2007-P-0170-0008,186,False
FDA-2007-P-0170,FDA-2007-P-0170-0002,FDA-2007-P-0170-0009,220,False
FDA-2007-P-0171,FDA-2007-P-0171-0004,FDA-2007-P-0171-0003,183,False
FDA-2007-P-0171,FDA-2007-P-0171-0004,FDA-2007-P-0171-0006,934,False
FDA-2007-P-0177,FDA-2007-P-0177-0003,FDA-2007-P-0177-0007,2422,False
FDA-2007-P-0178,FDA-2007-P-0178-0002,FDA-2007-P-0178-0065,315,False
FDA-2007-P-0178,FDA-2007-P-0178-0002,FDA-2007-P-0178-0090,1779,False
FDA-2007-P-0179,FDA-2007-P-0179-0004,FDA-2007-P-0179-0003,63,True
FDA-2007-P-0180,FDA-2007-P-0180-0002,FDA-2007-P-0180-0007,180,True
FDA-2007-P-0180,FDA-2007-P-0180-0002,FDA-2007-P-0180-0021,978,False
FDA-2007-P-0181,FDA-2007-P-0181-0005,FDA-2007-P-0181-0004,184,False
FDA-2007-P-0181,FDA-2007-P-0181-0005,FDA-2007-P-0181-0014,1809,False
FDA-2007-P-0182,FDA-2007-P-0182-0003,FDA-2007-P-0182-0002,196,False
FDA-2007-P-0182,FDA-2007-P-0182-0003,FDA-2007-P-0182-0017,1246,False
FDA-2007-P-0183,FDA-2007-P-0183-0002,FDA-2007-P-0183-0005,161,True
FDA-2007-P-0184,FDA-2007-P-0184-0002,FDA-2007-P-0184-0005,243,False
FDA-2007-P-0185,FDA-2007-P-0185-0002,FDA-2007-P-0185-0004,1050,False
FDA-2007-P-0186,FDA-2007-P-0186-0006,FDA-2007-P-0186-0005,178,True
FDA-2007-P-0186,FDA-2007-P-0186-0006,FDA-2007-P-0186-0008,708,False
FDA-2007-P-0186,FDA-2007-P-0186-0007,FDA-2007-P-0186-0005,128,True
FDA-2007-P-0186,FDA-2007-P-0186-0007,FDA-2007-P-0186-0008,658,False
FDA-2007-P-0187,FDA-2007-P-0187-0003,FDA-2007-P-0187-0004,673,False
FDA-2007-P-0188,FDA-2007-P-0188-0002,FDA-2007-P-0188-0003,181,False
FDA-2007-P-0188,FDA-2007-P-0188-0002,FDA-2007-P-0188-0006,2687,False
FDA-2007-P-0189,FDA-2007-P-0189-0004,FDA-2007-P-0189-0003,180,True
FDA-2007-P-0190,FDA-2007-P-0190-0004,FDA-2007-P-0190-0003,174,True
FDA-2007-P-0190,FDA-2007-P-0190-0004,FDA-2007-P-0190-0012,2165,False
FDA-2007-P-0191,FDA-2007-P-0191-0002,FDA-2007-P-0191-0003,273,False
FDA-2007-P-0192,FDA-2007-P-0192-0004,FDA-2007-P-0192-0003,181,False
FDA-2007-P-0232,FDA-2007-P-0232-0002,FDA-2007-P-0232-0003,169,True
FDA-2007-P-0232,FDA-2007-P-0232-0002,FDA-2007-P-0232-0004,456,False
FDA-2007-P-0234,FDA-2007-P-0234-0002,FDA-2007-P-0234-0004,181,False
FDA-2007-P-0234,FDA-2007-P-0234-0002,FDA-2007-P-0234-0006,649,False
FDA-2007-P-0234,FDA-2007-P-0234-0002,FDA-2007-P-0234-0014,1561,False
FDA-2007-P-0234,FDA-2007-P-0234-0008,FDA-2007-P-0234-0014,885,False
FDA-2007-P-0235,FDA-2007-P-0235-0002,FDA-2007-P-0235-0005,119,True
FDA-2007-P-0236,FDA-2007-P-0236-0004,FDA-2007-P-0236-0003,181,False
FDA-2007-P-0241,FDA-2007-P-0241-0002,FDA-2007-P-0241-0004,618,False
FDA-2007-P-0242,FDA-2007-P-0242-0003,FDA-2007-P-0242-0007,509,False
FDA-2007-P-0245,FDA-2007-P-0245-0004,FDA-2007-P-0245-0003,183,False
FDA-2007-P-0245,FDA-2007-P-0245-0004,FDA-2007-P-0245-0005,1623,False
FDA-2007-P-0246,FDA-2007-P-0246-0003,FDA-2007-P-0246-0002,181,False
FDA-2007-P-0247,FDA-2007-P-0247-0007,FDA-2007-P-0247-0006,282,False
FDA-2007-P-0248,FDA-2007-P-0248-0002,FDA-2007-P-0248-0004,181,False
FDA-2007-P-0248,FDA-2007-P-0248-0002,FDA-2007-P-0248-0006,2952,False
FDA-2007-P-0249,FDA-2007-P-0249-0003,FDA-2007-P-0249-0005,196,False
FDA-2007-P-0250,FDA-2007-P-0250-0002,FDA-2007-P-0250-0003,182,False
FDA-2007-P-0250,FDA-2007-P-0250-0002,FDA-2007-P-0250-0005,580,False
FDA-2007-P-0286,FDA-2007-P-0286-0005,FDA-2007-P-0286-0003,108,True
FDA-2007-P-0288,FDA-2007-P-0288-0003,FDA-2007-P-0288-0002,195,False
FDA-2007-P-0289,FDA-2007-P-0289-0002,FDA-2007-P-0289-0006,3508,False
FDA-2007-P-0292,FDA-2007-P-0292-0002,FDA-2007-P-0292-0003,507,False
FDA-2007-P-0293,FDA-2007-P-0293-0005,FDA-2007-P-0293-0003,183,False
FDA-2007-P-0293,FDA-2007-P-0293-0005,FDA-2007-P-0293-0008,1937,False
FDA-2007-P-0294,FDA-2007-P-0294-0003,FDA-2007-P-0294-0002,212,False
FDA-2007-P-0299,FDA-2007-P-0299-0003,FDA-2007-P-0299-0002,176,True
FDA-2007-P-0300,FDA-2007-P-0300-0002,FDA-2007-P-0300-0003,183,False
FDA-2007-P-0300,FDA-2007-P-0300-0002,FDA-2007-P-0300-0005,332,False
FDA-2007-P-0301,FDA-2007-P-0301-0004,FDA-2007-P-0301-0003,248,False
FDA-2007-P-0339,FDA-2007-P-0339-0002,FDA-2007-P-0339-0003,181,False
FDA-2007-P-0344,FDA-2007-P-0344-0004,FDA-2007-P-0344-0003,225,False
FDA-2007-P-0345,FDA-2007-P-0345-0003,FDA-2007-P-0345-0004,179,True
FDA-2007-P-0345,FDA-2007-P-0345-0003,FDA-2007-P-0345-0005,448,False
FDA-2007-P-0346,FDA-2007-P-0346-0003,FDA-2007-P-0346-0023,1122,False
FDA-2007-P-0347,FDA-2007-P-0347-0002,FDA-2007-P-0347-0003,187,False
FDA-2007-P-0347,FDA-2007-P-0347-0002,FDA-2007-P-0347-0005,1317,False
FDA-2007-P-0348,FDA-2007-P-0348-0002,FDA-2007-P-0348-0007,1038,False
FDA-2007-P-0349,FDA-2007-P-0349-0006,FDA-2007-P-0349-0007,183,False
FDA-2007-P-0350,FDA-2007-P-0350-0004,FDA-2007-P-0350-0003,62,True
FDA-2007-P-0351,FDA-2007-P-0351-0004,FDA-2007-P-0351-0003,181,False
FDA-2007-P-0352,FDA-2007-P-0352-0003,FDA-2007-P-0352-0002,180,True
FDA-2007-P-0353,FDA-2007-P-0353-0002,FDA-2007-P-0353-0001,183,False
FDA-2007-P-0401,FDA-2007-P-0401-0002,FDA-2007-P-0401-0003,171,True
FDA-2007-P-0401,FDA-2007-P-0401-0002,FDA-2007-P-0401-0005,1120,False
FDA-2007-P-0403,FDA-2007-P-0403-0004,FDA-2007-P-0403-0003,209,False
FDA-2007-P-0404,FDA-2007-P-0404-0003,FDA-2007-P-0404-0005,185,False
FDA-2007-P-0407,FDA-2007-P-0407-0005,FDA-2007-P-0407-0004,165,True
FDA-2007-P-0409,FDA-2007-P-0409-0003,FDA-2007-P-0409-0007,1117,False
FDA-2007-P-0413,FDA-2007-P-0413-0005,FDA-2007-P-0413-0007,2303,False
FDA-2007-P-0413,FDA-2007-P-0413-0005,FDA-2007-P-0413-0004,177,True
FDA-2007-P-0414,FDA-2007-P-0414-0006,FDA-2007-P-0414-0003,183,False
FDA-2007-P-0415,FDA-2007-P-0415-0002,FDA-2007-P-0415-0003,173,True
FDA-2007-P-0416,FDA-2007-P-0416-0003,FDA-2007-P-0416-0004,181,False
FDA-2007-P-0417,FDA-2007-P-0417-0002,FDA-2007-P-0417-0004,834,False
FDA-2007-P-0418,FDA-2007-P-0418-0003,FDA-2007-P-0418-0005,180,True
FDA-2007-P-0464,FDA-2007-P-0464-0001,FDA-2007-P-0464-0003,713,False
FDA-2007-P-0495,FDA-2007-P-0495-0001,FDA-2007-P-0495-0006,986,False
FDA-2007-P-0497,FDA-2007-P-0497-0001,FDA-2007-P-0497-0004,266,False
